,de_hyd_state,cycle_number,time_start,time_end,cycle_duration
315,Hydrogenated,157.5,2022-07-14 14:15:38.891000+02:00,2022-07-14 18:15:40.882000+02:00,4:00:01.991000
316,Dehydrogenated,158.0,2022-07-14 18:30:40.926000+02:00,2022-07-14 22:30:40.921000+02:00,3:59:59.995000
317,Hydrogenated,158.5,2022-07-14 22:45:40.912000+02:00,2022-07-15 03:00:40.969000+02:00,4:15:00.057000
318,Dehydrogenated,159.0,2022-07-15 03:15:40.959000+02:00,2022-07-15 07:15:37.996000+02:00,3:59:57.037000
319,Hydrogenated,159.5,2022-07-15 07:30:37.989000+02:00,2022-07-15 11:30:37.975000+02:00,3:59:59.986000
320,Dehydrogenated,160.0,2022-07-15 11:45:37.981000+02:00,2022-07-15 16:00:37.997000+02:00,4:15:00.016000
321,Hydrogenated,160.5,2022-07-15 16:15:38.700000+02:00,2022-07-15 20:15:38.340000+02:00,3:59:59.640000
322,Dehydrogenated,161.0,2022-07-15 20:30:38.800000+02:00,2022-07-16 00:30:38.490000+02:00,3:59:59.690000
323,Hydrogenated,161.5,2022-07-16 00:45:38.650000+02:00,2022-07-16 05:00:38.860000+02:00,4:15:00.210000
324,Dehydrogenated,162.0,2022-07-16 05:15:38.830000+02:00,2022-07-16 09:15:38.106000+02:00,3:59:59.276000
325,Hydrogenated,162.5,2022-07-16 09:30:38.117000+02:00,2022-07-16 13:30:38.192000+02:00,4:00:00.075000
326,Dehydrogenated,163.0,2022-07-16 13:45:38.182000+02:00,2022-07-16 18:00:38.159000+02:00,4:14:59.977000
327,Hydrogenated,163.5,2022-07-16 18:15:38.168000+02:00,2022-07-16 22:15:38.186000+02:00,4:00:00.018000
328,Dehydrogenated,164.0,2022-07-16 22:30:38.208000+02:00,2022-07-17 02:30:38.213000+02:00,4:00:00.005000
329,Hydrogenated,164.5,2022-07-17 02:45:38.199000+02:00,2022-07-17 07:00:38.260000+02:00,4:15:00.061000
330,Dehydrogenated,165.0,2022-07-17 07:15:38.257000+02:00,2022-07-17 11:15:38.273000+02:00,4:00:00.016000
331,Hydrogenated,165.5,2022-07-17 11:30:38.259000+02:00,2022-07-17 15:30:38.313000+02:00,4:00:00.054000
332,Dehydrogenated,166.0,2022-07-17 15:45:38.303000+02:00,2022-07-17 20:00:38.318000+02:00,4:15:00.015000
333,Hydrogenated,166.5,2022-07-17 20:15:38.312000+02:00,2022-07-18 00:15:38.326000+02:00,4:00:00.014000
334,Dehydrogenated,167.0,2022-07-18 00:30:38.386000+02:00,2022-07-18 04:30:38.396000+02:00,4:00:00.010000
335,Hydrogenated,167.5,2022-07-18 04:45:38.388000+02:00,2022-07-18 10:01:13.612000+02:00,5:15:35.224000
336,Dehydrogenated,168.0,2022-07-18 10:16:13.600000+02:00,2022-07-18 14:46:13.613000+02:00,4:30:00.013000
337,Hydrogenated,168.5,2022-07-18 15:01:13.627000+02:00,2022-07-18 18:46:13.664000+02:00,3:45:00.037000
338,Dehydrogenated,169.0,2022-07-18 19:01:13.656000+02:00,2022-07-18 23:31:13.684000+02:00,4:30:00.028000
339,Hydrogenated,169.5,2022-07-18 23:46:13.720000+02:00,2022-07-19 03:31:13.729000+02:00,3:45:00.009000
340,Dehydrogenated,170.0,2022-07-19 03:46:13.737000+02:00,2022-07-19 08:00:38.732000+02:00,4:14:24.995000
341,Hydrogenated,170.5,2022-07-19 08:15:38.735000+02:00,2022-07-19 12:00:38.770000+02:00,3:45:00.035000
342,Dehydrogenated,171.0,2022-07-19 12:15:38.764000+02:00,2022-07-19 16:45:38.827000+02:00,4:30:00.063000
343,Hydrogenated,171.5,2022-07-19 17:00:38.820000+02:00,2022-07-19 20:45:38.817000+02:00,3:44:59.997000
344,Dehydrogenated,172.0,2022-07-19 21:00:38.811000+02:00,2022-07-20 01:30:38.871000+02:00,4:30:00.060000
345,Hydrogenated,172.5,2022-07-20 01:45:38.860000+02:00,2022-07-20 05:30:38.860000+02:00,3:45:00
346,Dehydrogenated,173.0,2022-07-20 05:45:38.853000+02:00,2022-07-20 10:00:38.924000+02:00,4:15:00.071000
347,Hydrogenated,173.5,2022-07-20 10:15:38.922000+02:00,2022-07-20 14:00:38.915000+02:00,3:44:59.993000
348,Dehydrogenated,174.0,2022-07-20 14:15:38.910000+02:00,2022-07-20 18:45:38.978000+02:00,4:30:00.068000
349,Hydrogenated,174.5,2022-07-20 19:00:38.967000+02:00,2022-07-20 22:45:38.950000+02:00,3:44:59.983000
350,Dehydrogenated,175.0,2022-07-20 23:00:38.954000+02:00,2022-07-21 03:30:39.240000+02:00,4:30:00.286000
351,Hydrogenated,175.5,2022-07-21 03:45:39.160000+02:00,2022-07-21 07:30:38.994000+02:00,3:44:59.834000
352,Dehydrogenated,176.0,2022-07-21 07:45:39.200000+02:00,2022-07-21 12:00:39.390000+02:00,4:15:00.190000
353,Hydrogenated,176.5,2022-07-21 12:15:39.540000+02:00,2022-07-21 16:00:39.970000+02:00,3:45:00.430000
354,Dehydrogenated,177.0,2022-07-21 16:15:39.103000+02:00,2022-07-21 20:45:39.142000+02:00,4:30:00.039000
355,Hydrogenated,177.5,2022-07-21 21:00:39.137000+02:00,2022-07-22 00:45:39.183000+02:00,3:45:00.046000
356,Dehydrogenated,178.0,2022-07-22 01:00:39.184000+02:00,2022-07-22 05:30:38.208000+02:00,4:29:59.024000
357,Hydrogenated,178.5,2022-07-22 05:45:38.204000+02:00,2022-07-22 09:30:38.197000+02:00,3:44:59.993000
358,Dehydrogenated,179.0,2022-07-22 09:45:38.189000+02:00,2022-07-22 14:00:38.390000+02:00,4:15:00.201000
359,Hydrogenated,179.5,2022-07-22 14:15:38.380000+02:00,2022-07-22 18:00:37.974000+02:00,3:44:59.594000
360,Dehydrogenated,180.0,2022-07-22 18:15:37.979000+02:00,2022-07-22 22:45:38.178000+02:00,4:30:00.199000
361,Hydrogenated,180.5,2022-07-22 23:00:38.184000+02:00,2022-07-23 02:45:38.286000+02:00,3:45:00.102000
362,Dehydrogenated,181.0,2022-07-23 03:00:38.274000+02:00,2022-07-23 07:30:38.323000+02:00,4:30:00.049000
363,Hydrogenated,181.5,2022-07-23 07:45:38.328000+02:00,2022-07-23 11:30:38.367000+02:00,3:45:00.039000
364,Dehydrogenated,182.0,2022-07-23 11:45:38.364000+02:00,2022-07-23 16:00:38.374000+02:00,4:15:00.010000
365,Hydrogenated,182.5,2022-07-23 16:15:38.368000+02:00,2022-07-23 20:00:38.416000+02:00,3:45:00.048000
366,Dehydrogenated,183.0,2022-07-23 20:15:38.414000+02:00,2022-07-24 00:45:38.431000+02:00,4:30:00.017000
367,Hydrogenated,183.5,2022-07-24 01:00:38.444000+02:00,2022-07-24 04:45:38.453000+02:00,3:45:00.009000
368,Dehydrogenated,184.0,2022-07-24 05:00:38.470000+02:00,2022-07-24 09:30:38.488000+02:00,4:30:00.018000
369,Hydrogenated,184.5,2022-07-24 09:45:38.476000+02:00,2022-07-24 13:30:38.524000+02:00,3:45:00.048000
370,Dehydrogenated,185.0,2022-07-24 13:45:38.518000+02:00,2022-07-24 18:00:38.520000+02:00,4:15:00.002000
371,Hydrogenated,185.5,2022-07-24 18:15:38.584000+02:00,2022-07-24 22:00:38.590000+02:00,3:45:00.006000
372,Dehydrogenated,186.0,2022-07-24 22:15:38.585000+02:00,2022-07-25 02:45:38.627000+02:00,4:30:00.042000
373,Hydrogenated,186.5,2022-07-25 03:00:38.623000+02:00,2022-07-25 06:45:38.640000+02:00,3:45:00.017000
374,Dehydrogenated,187.0,2022-07-25 07:00:38.631000+02:00,2022-07-25 11:30:38.686000+02:00,4:30:00.055000
375,Hydrogenated,187.5,2022-07-25 11:45:38.674000+02:00,2022-07-25 15:30:38.692000+02:00,3:45:00.018000
376,Dehydrogenated,188.0,2022-07-25 15:45:38.686000+02:00,2022-07-25 20:00:38.755000+02:00,4:15:00.069000
377,Hydrogenated,188.5,2022-07-25 20:15:38.752000+02:00,2022-07-26 00:00:38.737000+02:00,3:44:59.985000
378,Dehydrogenated,189.0,2022-07-26 00:15:38.740000+02:00,2022-07-26 04:45:38.802000+02:00,4:30:00.062000
379,Hydrogenated,189.5,2022-07-26 05:00:38.765000+02:00,2022-07-26 08:45:38.793000+02:00,3:45:00.028000
380,Dehydrogenated,190.0,2022-07-26 09:00:38.786000+02:00,2022-07-26 13:30:38.822000+02:00,4:30:00.036000
381,Hydrogenated,190.5,2022-07-26 13:45:38.801000+02:00,2022-07-26 17:30:38.880000+02:00,3:45:00.079000
382,Dehydrogenated,191.0,2022-07-26 17:45:38.872000+02:00,2022-07-26 22:00:38.875000+02:00,4:15:00.003000
383,Hydrogenated,191.5,2022-07-26 22:15:38.872000+02:00,2022-07-27 02:00:38.907000+02:00,3:45:00.035000
384,Dehydrogenated,192.0,2022-07-27 02:15:38.905000+02:00,2022-07-27 06:45:38.937000+02:00,4:30:00.032000
385,Hydrogenated,192.5,2022-07-27 07:00:38.916000+02:00,2022-07-28 12:24:20.378000+02:00,"1 day, 5:23:41.462000"
386,Dehydrogenated,193.0,2022-07-28 12:39:20.365000+02:00,2022-07-28 16:54:20.436000+02:00,4:15:00.071000
387,Hydrogenated,193.5,2022-07-28 17:09:20.424000+02:00,2022-07-28 20:54:20.487000+02:00,3:45:00.063000
388,Dehydrogenated,194.0,2022-07-28 21:09:20.478000+02:00,2022-07-29 01:39:20.547000+02:00,4:30:00.069000
389,Hydrogenated,194.5,2022-07-29 01:54:20.545000+02:00,2022-07-29 10:31:39.879000+02:00,8:37:19.334000
390,Dehydrogenated,195.0,2022-07-29 10:46:39.880000+02:00,2022-07-29 15:16:39.954000+02:00,4:30:00.074000
391,Hydrogenated,195.5,2022-07-29 15:31:39.938000+02:00,2022-07-29 19:16:39.969000+02:00,3:45:00.031000
392,Dehydrogenated,196.0,2022-07-29 19:31:39.965000+02:00,2022-07-30 00:01:40.180000+02:00,4:30:00.215000
393,Hydrogenated,196.5,2022-07-30 00:16:40.120000+02:00,2022-07-30 04:01:40.610000+02:00,3:45:00.490000
394,Dehydrogenated,197.0,2022-07-30 04:16:40.800000+02:00,2022-07-30 08:30:38.132000+02:00,4:13:57.332000
395,Hydrogenated,197.5,2022-07-30 08:45:38.142000+02:00,2022-07-30 12:30:38.219000+02:00,3:45:00.077000
396,Dehydrogenated,198.0,2022-07-30 12:45:38.215000+02:00,2022-07-30 17:15:38.198000+02:00,4:29:59.983000
397,Hydrogenated,198.5,2022-07-30 17:30:38.265000+02:00,2022-07-30 21:15:38.324000+02:00,3:45:00.059000
398,Dehydrogenated,199.0,2022-07-30 21:30:38.314000+02:00,2022-07-31 02:00:38.347000+02:00,4:30:00.033000
399,Hydrogenated,199.5,2022-07-31 02:15:38.343000+02:00,2022-07-31 06:00:38.451000+02:00,3:45:00.108000
400,Dehydrogenated,200.0,2022-07-31 06:15:38.452000+02:00,2022-07-31 10:30:38.492000+02:00,4:15:00.040000
401,Hydrogenated,200.5,2022-07-31 10:45:38.491000+02:00,2022-07-31 14:30:38.580000+02:00,3:45:00.089000
402,Dehydrogenated,201.0,2022-07-31 14:45:38.571000+02:00,2022-07-31 19:15:38.618000+02:00,4:30:00.047000
403,Hydrogenated,201.5,2022-07-31 19:30:38.618000+02:00,2022-07-31 23:15:38.735000+02:00,3:45:00.117000
404,Dehydrogenated,202.0,2022-07-31 23:30:38.733000+02:00,2022-08-01 04:00:38.752000+02:00,4:30:00.019000
405,Hydrogenated,202.5,2022-08-01 04:15:38.746000+02:00,2022-08-01 14:41:56.920000+02:00,10:26:18.174000
406,Dehydrogenated,203.0,2022-08-01 14:56:56.936000+02:00,2022-08-01 19:11:57.320000+02:00,4:15:00.384000
407,Hydrogenated,203.5,2022-08-01 19:26:57.290000+02:00,2022-08-01 23:26:57.480000+02:00,4:00:00.190000
408,Dehydrogenated,204.0,2022-08-01 23:41:57.460000+02:00,2022-08-02 03:41:57.172000+02:00,3:59:59.712000
409,Hydrogenated,204.5,2022-08-02 03:56:57.168000+02:00,2022-08-02 08:15:40.195000+02:00,4:18:43.027000
410,Dehydrogenated,205.0,2022-08-02 08:30:40.192000+02:00,2022-08-02 12:30:40.311000+02:00,4:00:00.119000
411,Hydrogenated,205.5,2022-08-02 12:45:40.323000+02:00,2022-08-02 16:45:40.338000+02:00,4:00:00.015000
412,Dehydrogenated,206.0,2022-08-02 17:00:40.320000+02:00,2022-08-02 21:00:40.436000+02:00,4:00:00.116000
413,Hydrogenated,206.5,2022-08-02 21:15:40.422000+02:00,2022-08-03 01:30:40.416000+02:00,4:14:59.994000
414,Dehydrogenated,207.0,2022-08-03 01:45:40.430000+02:00,2022-08-03 05:45:38.540000+02:00,3:59:58.110000
415,Hydrogenated,207.5,2022-08-03 06:00:38.536000+02:00,2022-08-03 10:15:38.581000+02:00,4:15:00.045000
416,Dehydrogenated,208.0,2022-08-03 10:30:38.580000+02:00,2022-08-03 14:30:38.717000+02:00,4:00:00.137000
417,Hydrogenated,208.5,2022-08-03 14:45:38.710000+02:00,2022-08-03 18:45:38.738000+02:00,4:00:00.028000
418,Dehydrogenated,209.0,2022-08-03 19:00:38.739000+02:00,2022-08-03 23:00:38.824000+02:00,4:00:00.085000
419,Hydrogenated,209.5,2022-08-03 23:15:38.823000+02:00,2022-08-04 03:30:38.888000+02:00,4:15:00.065000
420,Dehydrogenated,210.0,2022-08-04 03:45:38.884000+02:00,2022-08-04 07:45:38.959000+02:00,4:00:00.075000
421,Hydrogenated,210.5,2022-08-04 08:00:38.960000+02:00,2022-08-05 14:05:06.629000+02:00,"1 day, 6:04:27.669000"
422,Dehydrogenated,211.0,2022-08-05 14:20:06.644000+02:00,2022-08-05 18:20:06.703000+02:00,4:00:00.059000
423,Hydrogenated,211.5,2022-08-05 18:35:06.699000+02:00,2022-08-05 22:50:06.760000+02:00,4:15:00.061000
424,Dehydrogenated,212.0,2022-08-05 23:05:06.750000+02:00,2022-08-06 03:05:06.817000+02:00,4:00:00.067000
425,Hydrogenated,212.5,2022-08-06 03:20:06.802000+02:00,2022-08-06 07:30:38.930000+02:00,4:10:32.128000
426,Dehydrogenated,213.0,2022-08-06 07:45:38.922000+02:00,2022-08-06 11:45:38.934000+02:00,4:00:00.012000
427,Hydrogenated,213.5,2022-08-06 12:00:38.924000+02:00,2022-08-06 16:15:39.320000+02:00,4:15:00.396000
428,Dehydrogenated,214.0,2022-08-06 16:30:39.380000+02:00,2022-08-06 20:30:39.110000+02:00,3:59:59.730000
429,Hydrogenated,214.5,2022-08-06 20:45:39.107000+02:00,2022-08-07 00:45:39.153000+02:00,4:00:00.046000
430,Dehydrogenated,215.0,2022-08-07 01:00:39.213000+02:00,2022-08-07 05:00:38.214000+02:00,3:59:59.001000
431,Hydrogenated,215.5,2022-08-07 05:15:38.259000+02:00,2022-08-07 09:30:38.293000+02:00,4:15:00.034000
432,Dehydrogenated,216.0,2022-08-07 09:45:38.299000+02:00,2022-08-07 13:45:38.357000+02:00,4:00:00.058000
433,Hydrogenated,216.5,2022-08-07 14:00:38.354000+02:00,2022-08-07 18:15:38.440000+02:00,4:15:00.086000
434,Dehydrogenated,217.0,2022-08-07 18:30:38.462000+02:00,2022-08-07 22:30:38.473000+02:00,4:00:00.011000
435,Hydrogenated,217.5,2022-08-07 22:45:38.518000+02:00,2022-08-08 11:05:41.397000+02:00,12:20:02.879000
436,Dehydrogenated,218.0,2022-08-08 11:20:41.393000+02:00,2022-08-08 13:35:41.443000+02:00,2:15:00.050000
437,Hydrogenated,218.5,2022-08-08 13:50:41.435000+02:00,2022-08-09 10:30:38.717000+02:00,20:39:57.282000
438,Dehydrogenated,219.0,2022-08-09 10:45:38.736000+02:00,2022-08-09 13:45:38.786000+02:00,3:00:00.050000
439,Hydrogenated,219.5,2022-08-09 14:00:38.783000+02:00,2022-08-09 16:45:38.836000+02:00,2:45:00.053000
440,Dehydrogenated,220.0,2022-08-09 17:00:38.836000+02:00,2022-08-09 21:00:38.863000+02:00,4:00:00.027000
441,Hydrogenated,220.5,2022-08-09 21:15:38.910000+02:00,2022-08-10 01:15:38.934000+02:00,4:00:00.024000
442,Dehydrogenated,221.0,2022-08-10 01:30:38.966000+02:00,2022-08-10 04:45:39.290000+02:00,3:15:00.324000
443,Hydrogenated,221.5,2022-08-10 06:00:38.995000+02:00,2022-08-10 10:00:39.113000+02:00,4:00:00.118000
444,Dehydrogenated,222.0,2022-08-10 10:15:39.106000+02:00,2022-08-10 14:23:19.193000+02:00,4:07:40.087000
445,Hydrogenated,222.5,2022-08-10 14:38:19.178000+02:00,2022-08-10 18:38:19.248000+02:00,4:00:00.070000
446,Dehydrogenated,223.0,2022-08-10 18:53:19.240000+02:00,2022-08-10 22:53:19.254000+02:00,4:00:00.014000
447,Hydrogenated,223.5,2022-08-10 23:08:19.263000+02:00,2022-08-11 03:23:19.332000+02:00,4:15:00.069000
448,Dehydrogenated,224.0,2022-08-11 03:38:19.325000+02:00,2022-08-11 07:30:38.402000+02:00,3:52:19.077000
449,Hydrogenated,224.5,2022-08-11 07:45:38.399000+02:00,2022-08-11 12:00:38.498000+02:00,4:15:00.099000
450,Dehydrogenated,225.0,2022-08-11 12:15:38.497000+02:00,2022-08-11 16:15:38.535000+02:00,4:00:00.038000
451,Hydrogenated,225.5,2022-08-11 16:30:38.542000+02:00,2022-08-11 20:45:38.586000+02:00,4:15:00.044000
452,Dehydrogenated,226.0,2022-08-11 21:00:38.581000+02:00,2022-08-12 01:00:38.705000+02:00,4:00:00.124000
453,Hydrogenated,226.5,2022-08-12 01:15:38.687000+02:00,2022-08-15 14:48:09.498000+02:00,"3 days, 13:32:30.811000"
454,Dehydrogenated,227.0,2022-08-15 15:03:09.485000+02:00,2022-08-15 18:48:09.572000+02:00,3:45:00.087000
455,Hydrogenated,227.5,2022-08-15 19:03:09.548000+02:00,2022-08-15 23:18:09.596000+02:00,4:15:00.048000
456,Dehydrogenated,228.0,2022-08-15 23:33:09.642000+02:00,2022-08-16 03:33:09.654000+02:00,4:00:00.012000
457,Hydrogenated,228.5,2022-08-16 03:48:09.670000+02:00,2022-08-16 08:00:38.718000+02:00,4:12:29.048000
458,Dehydrogenated,229.0,2022-08-16 08:15:38.726000+02:00,2022-08-16 12:15:38.758000+02:00,4:00:00.032000
459,Hydrogenated,229.5,2022-08-16 12:30:38.763000+02:00,2022-08-16 16:45:38.829000+02:00,4:15:00.066000
460,Dehydrogenated,230.0,2022-08-16 17:00:38.824000+02:00,2022-08-16 21:00:38.920000+02:00,4:00:00.096000
461,Hydrogenated,230.5,2022-08-16 21:15:38.912000+02:00,2022-08-17 01:30:38.953000+02:00,4:15:00.041000
462,Dehydrogenated,231.0,2022-08-17 01:45:38.947000+02:00,2022-08-17 05:30:39.280000+02:00,3:45:00.333000
463,Hydrogenated,231.5,2022-08-17 05:45:39.250000+02:00,2022-08-17 10:00:38.102000+02:00,4:14:58.852000
464,Dehydrogenated,232.0,2022-08-17 10:15:38.980000+02:00,2022-08-17 14:01:04.286000+02:00,3:45:25.306000
465,Hydrogenated,232.5,2022-08-17 14:16:04.325000+02:00,2022-08-17 14:16:04.325000+02:00,0:00:00
466,Dehydrogenated,233.0,2022-08-17 14:31:04.316000+02:00,2022-08-17 16:46:04.392000+02:00,2:15:00.076000
467,Hydrogenated,233.5,2022-08-17 17:01:04.352000+02:00,2022-08-18 10:16:04.279000+02:00,17:14:59.927000
468,Dehydrogenated,234.0,2022-08-18 10:31:04.295000+02:00,2022-08-18 16:30:22.401000+02:00,5:59:18.106000
469,Hydrogenated,234.5,2022-08-18 16:45:22.396000+02:00,2022-09-22 09:00:44.715000+02:00,"34 days, 16:15:22.319000"
470,Dehydrogenated,235.0,2022-09-22 09:15:44.770000+02:00,2022-09-22 09:46:10.969000+02:00,0:30:26.199000
471,Hydrogenated,235.5,2022-09-22 10:01:10.967000+02:00,2022-09-23 09:30:44.172000+02:00,23:29:33.205000
