,de_hyd_state,cycle_number,time_start,time_end,cycle_duration
472,Dehydrogenated,236.0,2022-09-23 09:45:44.165000+02:00,2022-09-23 14:15:44.243000+02:00,4:30:00.078000
473,Hydrogenated,236.5,2022-09-23 14:30:44.246000+02:00,2022-09-26 15:25:04.348000+02:00,"3 days, 0:54:20.102000"
474,Dehydrogenated,237.0,2022-09-26 15:40:04.388000+02:00,2022-09-26 19:25:04.396000+02:00,3:45:00.008000
475,Hydrogenated,237.5,2022-09-26 19:40:04.415000+02:00,2022-09-27 00:10:04.447000+02:00,4:30:00.032000
476,Dehydrogenated,238.0,2022-09-27 00:25:04.463000+02:00,2022-09-27 04:10:04.540000+02:00,3:45:00.077000
477,Hydrogenated,238.5,2022-09-27 04:25:04.540000+02:00,2022-09-27 08:45:44.604000+02:00,4:20:40.064000
478,Dehydrogenated,239.0,2022-09-27 09:00:44.592000+02:00,2022-09-27 12:45:44.644000+02:00,3:45:00.052000
479,Hydrogenated,239.5,2022-09-27 13:00:44.649000+02:00,2022-09-27 17:30:44.688000+02:00,4:30:00.039000
480,Dehydrogenated,240.0,2022-09-27 17:45:44.682000+02:00,2022-09-27 21:30:44.793000+02:00,3:45:00.111000
481,Hydrogenated,240.5,2022-09-27 21:45:44.788000+02:00,2022-09-28 02:15:44.827000+02:00,4:30:00.039000
482,Dehydrogenated,241.0,2022-09-28 02:30:44.821000+02:00,2022-09-28 06:00:44.879000+02:00,3:30:00.058000
483,Hydrogenated,241.5,2022-09-28 06:15:44.888000+02:00,2022-09-28 10:30:44.912000+02:00,4:15:00.024000
484,Dehydrogenated,242.0,2022-09-28 10:45:44.927000+02:00,2022-09-28 14:45:45.700000+02:00,4:00:00.773000
485,Hydrogenated,242.5,2022-09-28 15:00:45.300000+02:00,2022-09-28 19:15:45.710000+02:00,4:15:00.410000
486,Dehydrogenated,243.0,2022-09-28 19:30:45.680000+02:00,2022-09-28 23:30:45.119000+02:00,3:59:59.439000
487,Hydrogenated,243.5,2022-09-28 23:45:45.117000+02:00,2022-09-29 04:00:45.161000+02:00,4:15:00.044000
488,Dehydrogenated,244.0,2022-09-29 04:15:45.154000+02:00,2022-09-29 08:00:45.206000+02:00,3:45:00.052000
489,Hydrogenated,244.5,2022-09-29 08:15:45.229000+02:00,2022-09-29 12:30:45.271000+02:00,4:15:00.042000
490,Dehydrogenated,245.0,2022-09-29 12:45:45.314000+02:00,2022-09-29 16:45:45.374000+02:00,4:00:00.060000
491,Hydrogenated,245.5,2022-09-29 17:00:45.372000+02:00,2022-09-29 21:15:45.424000+02:00,4:15:00.052000
492,Dehydrogenated,246.0,2022-09-29 21:30:45.415000+02:00,2022-09-30 01:30:45.485000+02:00,4:00:00.070000
493,Hydrogenated,246.5,2022-09-30 01:45:45.473000+02:00,2022-09-30 11:47:19.689000+02:00,10:01:34.216000
494,Dehydrogenated,247.0,2022-09-30 12:02:19.698000+02:00,2022-09-30 13:47:19.789000+02:00,1:45:00.091000
495,Hydrogenated,247.5,2022-09-30 14:02:19.779000+02:00,2022-09-30 15:17:00.974000+02:00,1:14:41.195000
496,Dehydrogenated,248.0,2022-09-30 15:32:00.975000+02:00,2022-09-30 19:32:01.490000+02:00,4:00:00.515000
497,Hydrogenated,248.5,2022-09-30 19:47:01.330000+02:00,2022-09-30 23:47:01.680000+02:00,4:00:00.350000
498,Dehydrogenated,249.0,2022-10-01 00:02:01.640000+02:00,2022-10-01 04:02:01.500000+02:00,3:59:59.860000
499,Hydrogenated,249.5,2022-10-01 04:17:01.950000+02:00,2022-10-01 08:30:45.103000+02:00,4:13:43.153000
500,Dehydrogenated,250.0,2022-10-01 08:45:45.920000+02:00,2022-10-01 12:45:45.126000+02:00,3:59:59.206000
501,Hydrogenated,250.5,2022-10-01 13:00:45.129000+02:00,2022-10-01 17:15:45.230000+02:00,4:15:00.101000
502,Dehydrogenated,251.0,2022-10-01 17:30:45.227000+02:00,2022-10-01 21:30:45.264000+02:00,4:00:00.037000
503,Hydrogenated,251.5,2022-10-01 21:45:45.276000+02:00,2022-10-02 02:00:45.319000+02:00,4:15:00.043000
504,Dehydrogenated,252.0,2022-10-02 02:15:45.314000+02:00,2022-10-02 06:00:44.355000+02:00,3:44:59.041000
505,Hydrogenated,252.5,2022-10-02 06:15:44.357000+02:00,2022-10-02 10:30:44.425000+02:00,4:15:00.068000
506,Dehydrogenated,253.0,2022-10-02 10:45:44.423000+02:00,2022-10-02 14:45:44.498000+02:00,4:00:00.075000
507,Hydrogenated,253.5,2022-10-02 15:00:44.479000+02:00,2022-10-02 19:15:44.583000+02:00,4:15:00.104000
508,Dehydrogenated,254.0,2022-10-02 19:30:44.570000+02:00,2022-10-02 23:30:44.600000+02:00,4:00:00.030000
509,Hydrogenated,254.5,2022-10-02 23:45:44.600000+02:00,2022-10-03 04:00:44.722000+02:00,4:15:00.122000
510,Dehydrogenated,255.0,2022-10-03 04:15:44.670000+02:00,2022-10-03 08:00:44.716000+02:00,3:45:00.046000
511,Hydrogenated,255.5,2022-10-03 08:15:44.718000+02:00,2022-10-03 12:30:44.809000+02:00,4:15:00.091000
512,Dehydrogenated,256.0,2022-10-03 12:45:44.816000+02:00,2022-10-03 16:45:44.876000+02:00,4:00:00.060000
513,Hydrogenated,256.5,2022-10-03 17:00:44.869000+02:00,2022-10-03 21:15:44.895000+02:00,4:15:00.026000
514,Dehydrogenated,257.0,2022-10-03 21:30:44.901000+02:00,2022-10-04 01:30:44.987000+02:00,4:00:00.086000
515,Hydrogenated,257.5,2022-10-04 01:45:44.974000+02:00,2022-10-04 12:16:00.105000+02:00,10:30:15.131000
516,Dehydrogenated,258.0,2022-10-04 12:31:00.101000+02:00,2022-10-04 15:27:37.853000+02:00,2:56:37.752000
517,Hydrogenated,258.5,2022-10-04 15:42:37.876000+02:00,2022-10-04 17:12:37.866000+02:00,1:29:59.990000
518,Dehydrogenated,259.0,2022-10-04 17:27:37.869000+02:00,2022-10-04 21:27:37.929000+02:00,4:00:00.060000
519,Hydrogenated,259.5,2022-10-04 21:42:37.923000+02:00,2022-10-05 01:57:38.260000+02:00,4:15:00.337000
520,Dehydrogenated,260.0,2022-10-05 02:12:38.190000+02:00,2022-10-05 06:00:45.500000+02:00,3:48:07.310000
521,Hydrogenated,260.5,2022-10-05 06:15:45.510000+02:00,2022-10-05 10:30:45.102000+02:00,4:14:59.592000
522,Dehydrogenated,261.0,2022-10-05 10:45:45.119000+02:00,2022-10-05 14:45:45.176000+02:00,4:00:00.057000
523,Hydrogenated,261.5,2022-10-05 15:00:45.175000+02:00,2022-10-05 19:15:45.261000+02:00,4:15:00.086000
524,Dehydrogenated,262.0,2022-10-05 19:30:45.255000+02:00,2022-10-05 23:30:45.272000+02:00,4:00:00.017000
525,Hydrogenated,262.5,2022-10-05 23:45:45.283000+02:00,2022-10-06 04:00:45.358000+02:00,4:15:00.075000
526,Dehydrogenated,263.0,2022-10-06 04:15:45.349000+02:00,2022-10-06 08:00:45.412000+02:00,3:45:00.063000
527,Hydrogenated,263.5,2022-10-06 08:15:45.403000+02:00,2022-10-06 12:30:45.498000+02:00,4:15:00.095000
528,Dehydrogenated,264.0,2022-10-06 12:45:45.493000+02:00,2022-10-06 16:45:45.517000+02:00,4:00:00.024000
529,Hydrogenated,264.5,2022-10-06 17:00:45.523000+02:00,2022-10-06 21:15:45.611000+02:00,4:15:00.088000
530,Dehydrogenated,265.0,2022-10-06 21:30:45.626000+02:00,2022-10-07 01:30:45.725000+02:00,4:00:00.099000
531,Hydrogenated,265.5,2022-10-07 01:45:45.714000+02:00,2022-10-07 06:00:44.752000+02:00,4:14:59.038000
532,Dehydrogenated,266.0,2022-10-07 06:15:44.777000+02:00,2022-10-07 10:00:44.807000+02:00,3:45:00.030000
533,Hydrogenated,266.5,2022-10-07 10:15:44.805000+02:00,2022-10-07 14:16:36.241000+02:00,4:00:51.436000
534,Dehydrogenated,267.0,2022-10-07 14:31:36.286000+02:00,2022-10-07 18:31:36.299000+02:00,4:00:00.013000
535,Hydrogenated,267.5,2022-10-07 18:46:36.306000+02:00,2022-10-07 22:46:36.356000+02:00,4:00:00.050000
536,Dehydrogenated,268.0,2022-10-07 23:01:36.353000+02:00,2022-10-08 03:01:36.405000+02:00,4:00:00.052000
537,Hydrogenated,268.5,2022-10-08 03:16:36.398000+02:00,2022-10-08 07:30:44.447000+02:00,4:14:08.049000
538,Dehydrogenated,269.0,2022-10-08 07:45:44.464000+02:00,2022-10-08 11:45:44.525000+02:00,4:00:00.061000
539,Hydrogenated,269.5,2022-10-08 12:00:44.511000+02:00,2022-10-08 16:15:44.576000+02:00,4:15:00.065000
540,Dehydrogenated,270.0,2022-10-08 16:30:44.573000+02:00,2022-10-08 20:30:44.644000+02:00,4:00:00.071000
541,Hydrogenated,270.5,2022-10-08 20:45:44.637000+02:00,2022-10-09 01:00:44.714000+02:00,4:15:00.077000
542,Dehydrogenated,271.0,2022-10-09 01:15:44.708000+02:00,2022-10-09 05:00:44.749000+02:00,3:45:00.041000
543,Hydrogenated,271.5,2022-10-09 05:15:44.744000+02:00,2022-10-09 09:30:44.783000+02:00,4:15:00.039000
544,Dehydrogenated,272.0,2022-10-09 09:45:44.844000+02:00,2022-10-09 13:45:44.857000+02:00,4:00:00.013000
545,Hydrogenated,272.5,2022-10-09 14:00:44.857000+02:00,2022-10-09 18:15:44.918000+02:00,4:15:00.061000
546,Dehydrogenated,273.0,2022-10-09 18:30:44.924000+02:00,2022-10-09 22:30:44.977000+02:00,4:00:00.053000
547,Hydrogenated,273.5,2022-10-09 22:45:44.986000+02:00,2022-10-10 11:31:36.193000+02:00,12:45:51.207000
548,Dehydrogenated,274.0,2022-10-10 11:46:36.173000+02:00,2022-10-10 14:46:36.187000+02:00,3:00:00.014000
549,Hydrogenated,274.5,2022-10-10 15:02:01.906000+02:00,2022-10-10 15:20:57.923000+02:00,0:18:56.017000
550,Dehydrogenated,275.0,2022-10-10 15:35:57.918000+02:00,2022-10-10 19:20:57.952000+02:00,3:45:00.034000
551,Hydrogenated,275.5,2022-10-10 19:35:57.969000+02:00,2022-10-10 23:50:58.900000+02:00,4:15:00.931000
552,Dehydrogenated,276.0,2022-10-11 00:05:58.180000+02:00,2022-10-11 04:05:58.710000+02:00,4:00:00.530000
553,Hydrogenated,276.5,2022-10-11 04:20:58.860000+02:00,2022-10-11 08:30:45.123000+02:00,4:09:46.263000
554,Dehydrogenated,277.0,2022-10-11 08:45:45.165000+02:00,2022-10-11 12:45:45.193000+02:00,4:00:00.028000
555,Hydrogenated,277.5,2022-10-11 13:00:45.212000+02:00,2022-10-11 17:15:45.255000+02:00,4:15:00.043000
556,Dehydrogenated,278.0,2022-10-11 17:30:45.252000+02:00,2022-10-11 21:30:45.335000+02:00,4:00:00.083000
557,Hydrogenated,278.5,2022-10-11 21:45:45.310000+02:00,2022-10-12 02:00:45.385000+02:00,4:15:00.075000
558,Dehydrogenated,279.0,2022-10-12 02:15:45.369000+02:00,2022-10-12 06:00:44.424000+02:00,3:44:59.055000
559,Hydrogenated,279.5,2022-10-12 06:15:44.476000+02:00,2022-10-12 10:30:44.459000+02:00,4:14:59.983000
560,Dehydrogenated,280.0,2022-10-12 10:45:44.489000+02:00,2022-10-12 14:45:44.541000+02:00,4:00:00.052000
561,Hydrogenated,280.5,2022-10-12 15:00:44.534000+02:00,2022-10-12 19:15:44.622000+02:00,4:15:00.088000
562,Dehydrogenated,281.0,2022-10-12 19:30:44.620000+02:00,2022-10-12 23:30:44.659000+02:00,4:00:00.039000
563,Hydrogenated,281.5,2022-10-12 23:45:44.695000+02:00,2022-10-13 04:00:44.710000+02:00,4:15:00.015000
564,Dehydrogenated,282.0,2022-10-13 04:15:44.739000+02:00,2022-10-13 08:00:44.748000+02:00,3:45:00.009000
565,Hydrogenated,282.5,2022-10-13 08:15:44.765000+02:00,2022-10-13 12:30:44.831000+02:00,4:15:00.066000
566,Dehydrogenated,283.0,2022-10-13 12:45:44.821000+02:00,2022-10-13 16:45:44.877000+02:00,4:00:00.056000
567,Hydrogenated,283.5,2022-10-13 17:00:44.875000+02:00,2022-10-13 21:15:44.966000+02:00,4:15:00.091000
568,Dehydrogenated,284.0,2022-10-13 21:30:44.959000+02:00,2022-10-14 01:30:44.994000+02:00,4:00:00.035000
569,Hydrogenated,284.5,2022-10-14 01:45:45.350000+02:00,2022-10-14 06:00:45.660000+02:00,4:15:00.310000
570,Dehydrogenated,285.0,2022-10-14 06:15:45.500000+02:00,2022-10-14 10:00:45.102000+02:00,3:44:59.602000
571,Hydrogenated,285.5,2022-10-14 10:15:45.111000+02:00,2022-10-14 14:30:45.155000+02:00,4:15:00.044000
572,Dehydrogenated,286.0,2022-10-14 14:45:45.171000+02:00,2022-10-14 18:45:45.200000+02:00,4:00:00.029000
573,Hydrogenated,286.5,2022-10-14 19:00:45.216000+02:00,2022-10-14 23:15:45.288000+02:00,4:15:00.072000
574,Dehydrogenated,287.0,2022-10-14 23:30:45.281000+02:00,2022-10-15 03:30:45.373000+02:00,4:00:00.092000
575,Hydrogenated,287.5,2022-10-15 03:45:45.371000+02:00,2022-10-15 08:00:45.423000+02:00,4:15:00.052000
576,Dehydrogenated,288.0,2022-10-15 08:15:45.413000+02:00,2022-10-15 12:00:45.452000+02:00,3:45:00.039000
577,Hydrogenated,288.5,2022-10-15 12:15:45.506000+02:00,2022-10-15 16:30:45.554000+02:00,4:15:00.048000
578,Dehydrogenated,289.0,2022-10-15 16:45:45.552000+02:00,2022-10-15 20:45:45.588000+02:00,4:00:00.036000
579,Hydrogenated,289.5,2022-10-15 21:00:45.634000+02:00,2022-10-16 01:15:45.664000+02:00,4:15:00.030000
580,Dehydrogenated,290.0,2022-10-16 01:30:45.670000+02:00,2022-10-16 05:30:45.743000+02:00,4:00:00.073000
581,Hydrogenated,290.5,2022-10-16 05:45:45.708000+02:00,2022-10-16 10:00:44.784000+02:00,4:14:59.076000
582,Dehydrogenated,291.0,2022-10-16 10:15:44.826000+02:00,2022-10-16 14:00:44.836000+02:00,3:45:00.010000
583,Hydrogenated,291.5,2022-10-16 14:15:44.839000+02:00,2022-10-16 18:30:44.910000+02:00,4:15:00.071000
584,Dehydrogenated,292.0,2022-10-16 18:45:44.949000+02:00,2022-10-16 22:45:44.969000+02:00,4:00:00.020000
585,Hydrogenated,292.5,2022-10-16 23:00:44.994000+02:00,2022-10-17 03:15:45.340000+02:00,4:15:00.346000
586,Dehydrogenated,293.0,2022-10-17 03:30:45.200000+02:00,2022-10-17 07:30:45.870000+02:00,4:00:00.670000
587,Hydrogenated,293.5,2022-10-17 07:45:45.103000+02:00,2022-10-17 12:51:15.169000+02:00,5:05:30.066000
588,Dehydrogenated,294.0,2022-10-17 13:06:15.170000+02:00,2022-10-17 15:51:15.242000+02:00,2:45:00.072000
589,Hydrogenated,294.5,2022-10-17 16:06:15.240000+02:00,2022-10-18 11:46:09.697000+02:00,19:39:54.457000
590,Dehydrogenated,295.0,2022-10-18 12:01:09.752000+02:00,2022-10-18 16:01:09.756000+02:00,4:00:00.004000
591,Hydrogenated,295.5,2022-10-18 16:16:09.773000+02:00,2022-10-18 20:16:09.828000+02:00,4:00:00.055000
592,Dehydrogenated,296.0,2022-10-18 20:31:09.821000+02:00,2022-10-19 00:31:09.902000+02:00,4:00:00.081000
593,Hydrogenated,296.5,2022-10-19 00:46:09.898000+02:00,2022-10-19 05:01:09.969000+02:00,4:15:00.071000
594,Dehydrogenated,297.0,2022-10-19 05:16:09.963000+02:00,2022-10-19 09:15:45.800000+02:00,3:59:35.837000
595,Hydrogenated,297.5,2022-10-19 09:30:45.300000+02:00,2022-10-19 13:45:45.660000+02:00,4:15:00.360000
596,Dehydrogenated,298.0,2022-10-19 14:00:45.690000+02:00,2022-10-19 18:00:45.147000+02:00,3:59:59.457000
597,Hydrogenated,298.5,2022-10-19 18:15:45.149000+02:00,2022-10-19 22:15:45.197000+02:00,4:00:00.048000
598,Dehydrogenated,299.0,2022-10-19 22:30:45.199000+02:00,2022-10-20 02:30:45.225000+02:00,4:00:00.026000
599,Hydrogenated,299.5,2022-10-20 02:45:45.239000+02:00,2022-10-20 07:00:45.300000+02:00,4:15:00.061000
600,Dehydrogenated,300.0,2022-10-20 07:15:45.296000+02:00,2022-10-20 11:15:45.377000+02:00,4:00:00.081000
601,Hydrogenated,300.5,2022-10-20 11:30:45.364000+02:00,2022-10-20 15:45:45.426000+02:00,4:15:00.062000
602,Dehydrogenated,301.0,2022-10-20 16:00:45.423000+02:00,2022-10-20 20:00:45.485000+02:00,4:00:00.062000
603,Hydrogenated,301.5,2022-10-20 20:15:45.478000+02:00,2022-10-21 00:15:45.544000+02:00,4:00:00.066000
604,Dehydrogenated,302.0,2022-10-21 00:30:45.587000+02:00,2022-10-21 04:30:45.651000+02:00,4:00:00.064000
605,Hydrogenated,302.5,2022-10-21 04:45:45.636000+02:00,2022-10-24 10:15:44.709000+02:00,"3 days, 5:29:59.073000"
606,Dehydrogenated,303.0,2022-10-24 10:30:44.758000+02:00,2022-10-24 15:01:11.990000+02:00,4:30:27.232000
607,Hydrogenated,303.5,2022-10-24 15:16:11.976000+02:00,2022-10-24 17:16:12.210000+02:00,2:00:00.234000
608,Dehydrogenated,304.0,2022-10-24 17:31:12.160000+02:00,2022-10-24 21:31:12.610000+02:00,4:00:00.450000
609,Hydrogenated,304.5,2022-10-24 21:46:12.114000+02:00,2022-10-25 01:46:12.124000+02:00,4:00:00.010000
610,Dehydrogenated,305.0,2022-10-25 02:01:12.137000+02:00,2022-10-25 06:00:45.201000+02:00,3:59:33.064000
611,Hydrogenated,305.5,2022-10-25 06:15:45.196000+02:00,2022-10-25 10:30:45.256000+02:00,4:15:00.060000
612,Dehydrogenated,306.0,2022-10-25 10:45:45.260000+02:00,2022-10-25 14:45:45.294000+02:00,4:00:00.034000
613,Hydrogenated,306.5,2022-10-25 15:00:45.348000+02:00,2022-10-25 19:15:45.379000+02:00,4:15:00.031000
614,Dehydrogenated,307.0,2022-10-25 19:30:45.359000+02:00,2022-10-25 23:30:45.456000+02:00,4:00:00.097000
615,Hydrogenated,307.5,2022-10-25 23:45:45.448000+02:00,2022-10-26 04:00:45.512000+02:00,4:15:00.064000
616,Dehydrogenated,308.0,2022-10-26 04:15:45.510000+02:00,2022-10-26 08:00:44.573000+02:00,3:44:59.063000
617,Hydrogenated,308.5,2022-10-26 08:15:44.565000+02:00,2022-10-26 12:30:44.638000+02:00,4:15:00.073000
618,Dehydrogenated,309.0,2022-10-26 12:45:44.635000+02:00,2022-10-26 16:45:44.745000+02:00,4:00:00.110000
619,Hydrogenated,309.5,2022-10-26 17:00:44.743000+02:00,2022-10-26 21:15:44.771000+02:00,4:15:00.028000
620,Dehydrogenated,310.0,2022-10-26 21:30:44.775000+02:00,2022-10-27 01:30:44.828000+02:00,4:00:00.053000
621,Hydrogenated,310.5,2022-10-27 01:45:44.837000+02:00,2022-10-28 15:15:55.545000+02:00,"1 day, 13:30:10.708000"
622,Dehydrogenated,311.0,2022-10-28 15:30:55.535000+02:00,2022-10-29 15:30:45.880000+02:00,23:59:50.345000
623,Hydrogenated,311.5,2022-10-29 15:45:45.888000+02:00,2022-10-31 12:15:45.529000+01:00,"1 day, 21:29:59.641000"
624,Dehydrogenated,312.0,2022-10-31 12:30:45.540000+01:00,2022-10-31 14:46:11.768000+01:00,2:15:26.228000
625,Hydrogenated,312.5,2022-10-31 15:01:11.762000+01:00,2022-11-07 13:45:45.146000+01:00,"6 days, 22:44:33.384000"
626,Dehydrogenated,313.0,2022-11-07 13:50:41.354000+01:00,2022-11-07 13:50:41.354000+01:00,0:00:00
627,Hydrogenated,313.5,2022-11-07 14:05:41.359000+01:00,2022-11-08 13:32:29.658000+01:00,23:26:48.299000
628,Dehydrogenated,314.0,2022-11-08 13:47:56.882000+01:00,2022-11-09 05:48:26.315000+01:00,16:00:29.433000
